[0:00:26] ryokucha112233: やあ
[2:39:02] おでオラフ: その代わり、すごい難しい
[2:39:03] 思春期の熊: ソロqでも強いの？
[2:39:07] アーキゲイジ: なおプロ
[2:39:16] ようみゅ: へー
[2:39:18] 411c3: 理論値最強ってか
[2:39:26] 思春期の熊: ウルト合わせが大変そう
[2:39:28] びしょーーじょ: DPSも高いからノンプロでも強いよ
[2:39:46] ソロマスオタク: はぇ～
[2:40:03] ポニーテールしたメダカ: フリートフットワークが兵隊で発動するから強い
[2:40:06] びしょーーじょ: 通常攻撃エフェクトが兵士にもつくようになって装備の恩恵がめっちゃもらえるようになった
[2:40:22] アーキゲイジ: とりあえずシュリーマシャッフルやればそれっぽい感じは出る
[2:40:23] nitamago33: おしい
[2:40:32] Jamesthemesser: 肩身がせまいね
[2:40:36] ようみゅ: ｗｗ
[2:40:36] nienie33333: サンテも使いこなせば強そうだけど知識ありきのイメージ
[2:40:40] びしょーーじょ: あえてね
[2:40:44] stable_diffusion_master: シャットダウン取って
[2:40:49] きゃれーぱくぱく: 油断狙い
[2:40:56] coromochang: ﾍﾟﾛﾍﾟﾛたすかる
[2:40:57] musashi454: ぺろぺろ
[2:40:58] ようみゅ: 慢心狙いいいね
[2:41:03] えにくすさん: 甘えたとこを逃さない さすがっすとめるパイセン
[2:41:07] haluaoi: 無理に下ネタ言わなくていいよw
[2:41:09] Jamesthemesser: 視界とる花ぜったい使わないよね
[2:41:10] 8万ポリゴン: ぶりぶりといいぺろぺろも早いな
[2:41:29] Jamesthemesser: つよ
[2:41:31] ようみゅ: ナイスー
[2:41:32] びしょーーじょ: wwww
[2:41:36] ようみゅ: 煽りｗｗ
[2:41:37] Jamesthemesser: ラップバトル
[2:41:37] たいにー: www
[2:41:50] Jamesthemesser: 屈伸やめてね
[2:42:27] ホワイトらいおん: こんけんき〜
[2:42:35] ようみゅ: ｗｗｗ
[2:42:38] Jamesthemesser: なんだこいつ
[2:42:39] びしょーーじょ: wwww
[2:42:39] coromochang: ｗｗｗ
[2:42:41] 411c3: ｗｗｗｗ
[2:42:42] びりびり0810: ｗｗｗ
[2:42:43] mm_kos: うぜえw
[2:42:43] 緋蜂: おじさんもいます
[2:42:44] ふよーら: wwww
[2:42:45] morimori03020320: 煽りもでます
[2:42:48] musashi454: ｗ
[2:42:53] takahashi_png: ｶﾅｯ😁
[2:42:59] とろたまうどん: なんかツノガキみたいだな
[2:42:59] mumr4: 楽しんでるなぁ
[2:42:59] ようみゅ: 君環境最強って言われてるらしいね
[2:43:01] civicool: 楽しそうだなw
[2:43:29] nitamago33: 令和のワーウィック
[2:43:30] びしょーーじょ: ワーウィック系
[2:43:37] 寺田心の師匠: ゾンビ系
[2:43:41] boomeran21: とおことつのがきのハーフ
[2:43:55] ようみゅ: 分からん殺しやん
[2:44:22] nitamago33: とめるやん
[2:44:23] びしょーーじょ: ほぉぉぉぉ
[2:44:27] musashi454: ｗｗ
[2:44:28] ふよーら: まちがってないww
[2:44:34] beeyobybeeyoo: バーサーカーとめる見たいなw
[2:44:36] tamazo_pan: ﾎﾜｧ〜〜
[2:45:03] びしょーーじょ: とめるはバーサークにE当てれば余裕で勝てるぜ
[2:45:21] 緋蜂: 救える命もあります
[2:45:28] Jamesthemesser: ？
[2:46:19] nienie33333: 実際自分で使うとめちゃくちゃ使いにくかったアジール
[2:46:28] びしょーーじょ: wwwwww
[2:46:33] musashi454: ｗｗ
[2:46:36] たいにー: wwwwww
[2:46:45] ねめちゃ: 楽しそうでなにより
[2:46:49] えにくすさん: ほんま楽しそうやｗ
[2:46:50] びしょーーじょ: WとQでプチブリンク
[2:47:08] びしょーーじょ: ww
[2:47:09] beeyobybeeyoo: 寝たwww
[2:47:09] ShanaKamishiro: www
[2:47:09] らあすと: www
[2:47:10] musashi454: 何！？
[2:47:11] 緋蜂: もうズブズブです
[2:47:13] ねめちゃ: 終わってるw
[2:47:17] ようみゅ: 飽きちゃったｗ
[2:47:25] Jamesthemesser: ワードえらい
[2:47:42] ホワイトらいおん: 週刊誌に売られる可能性あるな
[2:47:51] Jamesthemesser: 同意はあったんですか
[2:48:35] yuyuyuiiiyui: 無邪気にやっててとめるがかわいくみえる
[2:48:38] tarepi03: 経験値効率だけ言うならそいつ１体だけ狩ったらファームに戻ったほうがいいよ
[2:48:48] 緋蜂: ないすないす
[2:48:59] ようみゅ: ナイスー
[2:49:00] me3156: ないすー
[2:49:02] Jamesthemesser: いま舌打ちした？
[2:49:03] びしょーーじょ: ええね
[2:49:07] えにくすさん: きききききききんきんきんｗｗｗ
[2:49:12] ふよーら: ないす
[2:49:13] 8万ポリゴン: とうとう出たね。。。
[2:49:14] Tsutsutsu514: 投げキッスやろ
[2:49:14] kurakana03: kurakana03 subscribed at Tier 1. 
[2:49:15] beeyobybeeyoo: まずいすごい可愛いく見えてしまう
[2:49:32] Jamesthemesser: 女ヅラしないで
[2:49:34] びしょーーじょ: 兵士やめてね
[2:49:37] sataraito22: うちの  BegWan
[2:49:38] ふよーら: とめる輝いてる
[2:49:44] Jamesthemesser: あ
[2:49:45] calamal_bechiato: ぬくぬく育てられてるw
[2:49:47] ようみゅ: 取られたー
[2:49:48] kuria0712: BibleThump
[2:49:49] Jamesthemesser: ママ０
[2:49:50] ようみゅ: ドロボーーー
[2:49:51] びしょーーじょ: ァ…ワ…!
[2:49:52] sataraito22: 🦀ドロボウです
[2:49:53] おさとも: BibleThump BibleThump BibleThump
[2:49:57] ナスくん: !member
[2:49:57] Nightbot: 息根とめる
[2:49:57] musashi454: BibleThump
[2:49:57] 緋蜂: わ、わぁ、泣いちゃった
[2:49:58] acaklo: とめーら笑ってて草
[2:49:59] ザリガーノ: けんきくん泣いちゃった
[2:50:00] ポニーテールしたメダカ: 今のはけんきBAD
[2:50:00] 411c3: BibleThump BibleThump BibleThump
[2:50:01] ふよーら: 泣いちゃった…
[2:50:02] ポンジュ2: 泣かないで Cheer100 Cheer100
[2:50:02] nitamago33: わあ
[2:50:08] えにくすさん: BibleThump BibleThump BibleThump BibleThump
[2:50:08] れいよん04: BibleThump
[2:50:09] stable_diffusion_master: ｧ…
[2:50:11] Jamesthemesser: おで・・・アイアンだから・・
[2:50:14] me3156: 犬系
[2:50:15] おさとも: BibleThump
[2:50:15] びりびり0810: ビビって逃げちゃった…
[2:50:17] びしょーーじょ: ごめ〜んね
[2:50:18] 名無し333: けんきがちいかわみたいに泣いたじゃねえか
[2:50:21] えにくすさん: スマイトがうまく打てなくて爆笑するけんき
[2:50:22] からもこ: ﾅｲﾁｬｯﾀ
[2:50:24] beeyobybeeyoo: 彼氏面良いね
[2:50:32] ユメオ: 犬系けんき
[2:50:35] びりびり0810: ごめ～んね☆
[2:50:36] 緋蜂: 草
[2:50:39] ようみゅ: ｗｗ
[2:50:44] musashi454: ｗｗｗ
[2:50:46] ぱんふぁい: wwwwww
[2:50:49] アイビス59: ｗｗｗ
[2:50:52] scrapcrafter25: ごめ〜んね☆
[2:50:53] beeyobybeeyoo: www
[2:50:55] yandereyahoo: わかる
[2:50:59] びしょーーじょ: 逆にね
[2:51:02] MrYasu02: きつくて
[2:51:02] ようみゅ: あるある
[2:51:13] Jamesthemesser: 昭和でたね
[2:51:14] subaru_bf: あれはきつい
[2:51:15] ねめちゃ: ！？
[2:51:17] morimori03020320: 古くて草
[2:51:18] unamu3: よ、いち
[2:51:23] ぱんふぁい: wwwwww
[2:51:25] Tsutsutsu514: 原辰徳草
[2:51:25] ginji0222: なーぜなーぜよりきつい
[2:51:26] oshirosan: 巨、人
[2:51:26] えにくすさん: 一応平成の女なのに昭和
[2:51:26] 名無し333: はらたつのり久々に聞いたんだが
[2:51:29] ぺろキャン: え？？
[2:51:30] musashi454: え
[2:51:30] ようみゅ: クロマキーして
[2:51:30] たいにー: wwwwww
[2:51:30] beeyobybeeyoo: wwwwww
[2:51:31] MrYasu02: セクハラひどい
[2:51:31] oshirosan: え
[2:51:31] びしょーーじょ: tnp言うな!!
[2:51:32] タダノヒヨコ: wwww
[2:51:33] ぱんふぁい: Eに怒られる
[2:51:33] ポンジュ2: www
[2:51:33] ケツアゴ: ハンマーヘッドシャーク共有
[2:51:34] sh_yc: e?
[2:51:37] 名無し333: ｗｗｗｗｗｗｗ
[2:51:37] sataraito22: セクハラやめてね
[2:51:38] ふよーら: おいおいおい
[2:51:40] beeyobybeeyoo: 送ってやれよw
[2:51:40] えにくすさん: ハンマーヘッドを見たいとめる
[2:51:40] 大仏の使い: 俺もハンマーヘッドシャーク見たいよ
[2:51:40] stable_diffusion_master: 寝とろうとしてる
[2:51:41] Jamesthemesser: 妖怪人食いアワビ
[2:51:42] oshirosan: Ｅ？
[2:51:43] kakizaki2: ばけも……
[2:51:46] scrapcrafter25: 欲求不満で草
[2:51:46] zorryffy: わら
[2:51:50] dunas1833: ｔんｋソムリエだからハンマーヘッドシャークは気になるんやろな
[2:51:50] daapto: 原辰徳！？
[2:51:52] ポンジュ2: 化けの皮が剥がれてきた
[2:51:54] ようみゅ: ナイスー
[2:51:55] からもこ: ちんp
[2:51:56] ようみゅ: いいね
[2:51:57] たいにー: 逆セクハラで笑う
[2:51:57] 8万ポリゴン: 原 辰徳は、福岡県大牟田市生まれ。 読売ジャイアンツのオーナー付特別顧問を務める
[2:52:04] beeyobybeeyoo: 本日のおかずかな？
[2:52:05] ザリガーノ: 知的好奇心だよ
[2:52:07] ぱんふぁい: wiki助かる
[2:52:08] unamu3: ねねまるとチン凸ソムリエ企画やってたよね
[2:52:40] 弱いタニシ: これとめる？
[2:52:40] ケツアゴ: 犬飼ってすぐ褒めるようになったな
[2:52:41] ようみゅ: レベルたっか
[2:52:47] mumr4: 私もいいこー言われたい
[2:52:51] Jamesthemesser: あ
[2:52:54] Jamesthemesser: 預言者
[2:53:02] akykan: よく見てるな
[2:53:10] ようみゅ: 凄いなぁ
[2:53:14] Jamesthemesser: どこいくねーん
[2:53:16] akykan: 無免許運転
[2:53:16] びしょーーじょ: wwwwwwwww
[2:53:16] me3156: ｗｗｗｗ
[2:53:16] sataraito22: ｗｗｗｗｗｗｗｗｗｗｗ
[2:53:17] びりびり0810: ｗｗｗｗｗｗｗ
[2:53:17] ケツアゴ: ｗｗｗｗｗｗｗｗｗ
[2:53:17] ようみゅ: どこいくねーん
[2:53:19] who_tes: wwwwww
[2:53:22] ぱんふぁい: wwwwwwwww
[2:53:22] 411c3: ｗｗｗｗｗｗ
[2:53:23] むろす: halli4Miaping
[2:53:24] me3156: とんでもないプレイが出てます
[2:53:25] 名無し333: ｗｗｗ
[2:53:30] ケツアゴ: 今とんでもないプレイが出ていますよ！
[2:53:30] 緋蜂: 無免ライダーといます
[2:53:30] ふよーら: wwwwww
[2:53:33] agedohfu: ぴーん？ぴーん？
[2:53:43] びしょーーじょ: wwwwwwww
[2:53:44] ケツアゴ: 使えねぇ～ｗ
[2:53:46] ぱんふぁい: あ？
[2:53:46] ようみゅ: ごめんてー
[2:53:47] 0ek8u: ｗｗｗｗｗｗ
[2:53:49] coromochang: ひどいｗｗｗ
[2:53:50] Jamesthemesser: は？
[2:53:52] おさとも: BibleThump BibleThump BibleThump
[2:53:53] 411c3: とめらー冷めちゃった
[2:53:53] _まゆげ_: turatann
[2:53:53] tamazo_pan: www
[2:53:56] Tsutsutsu514: ごめーんね
[2:54:02] beeyobybeeyoo: wwwww
[2:54:03] ぱんふぁい: すぞ…
[2:54:17] sataraito22: ｗ
[2:54:18] me3156: ないすー
[2:54:20] ようみゅ: 草
[2:54:26] びしょーーじょ: まさに入れ食い
[2:54:43] 411c3: それ歯茎虫歯なってない？
[2:54:47] Jamesthemesser: ドレイクよらなくていいの
[2:54:52] 8万ポリゴン: それ歯肉炎なってるよ
[2:54:54] beeyobybeeyoo: 虫歯進行してらw
[2:55:00] kakizaki2: 食い縛る歯があるんか
[2:55:02] dokuo_olerud: お前の歯茎は死んでる定期
[2:55:03] 緋蜂: 大丈夫？歯茎ある？
[2:55:14] ぺんニキ: ｗｗｗｗｗｗｗｗ
[2:55:16] ぱんふぁい: wwwwwwwwwwwwwww
[2:55:17] ShanaKamishiro: www
[2:55:19] おさとも: wwww
[2:55:21] musashi454: ｗｗ
[2:55:22] beeyobybeeyoo: どっちもだろw
[2:55:22] ポンジュ2: ww
[2:55:23] dokuo_olerud: ヒェッ
[2:55:24] sataraito22: これには激怒
[2:55:25] ようみゅ: 逃げましょー
[2:55:26] タダノヒヨコ: 歯周病ではなかったかwww
[2:55:26] stable_diffusion_master: 虫歯20本
[2:55:26] morimori03020320: どっちにしろしんでんのよ
[2:55:27] ぺんニキ: ちゃんとコメント聞いてて草
[2:55:29] konishiyukinaga1558: とめるは良いや・・・・愉快な奴だったよ…
[2:55:32] MrYasu02: うるせえ虫歯
[2:55:35] Jamesthemesser: 汚言症
[2:55:36] 仲根にど: 歯茎へのプライドはあります
[2:55:37] 411c3: おいｗｗｗ
[2:55:39] 0ek8u: ひどすぎる
[2:55:41] scrapcrafter25: wwwwww
[2:55:41] びしょーーじょ: あの
[2:55:41] 緋蜂: ひっでぇw
[2:55:42] たいにー: あのさぁw
[2:55:42] coromochang: ひどいｗ
[2:55:43] ShanaKamishiro: おわってるよｗｗｗ
[2:55:43] musashi454: 危ないｗ
[2:55:44] ようみゅ: ひどいｗ
[2:55:44] ユメオ: いい加減にしろww
[2:55:44] ぺんニキ: こいつマジでさぁ・・・
[2:55:45] as4kura3: ｗｗｗ
[2:55:46] ポニーテールしたメダカ: 意味わからないｗｗ
[2:55:46] beeyobybeeyoo: wwwwww
[2:55:46] sataraito22: 任天堂が恐れた女
[2:55:47] holo_lawrence: BAN
[2:55:47] Jamesthemesser: コラボNG
[2:55:47] mm_kos: 言葉のチョイスw
[2:55:48] アーキゲイジ: やばすぎる
[2:55:49] ハンギョマン: あのさあ
[2:55:51] mumr4: うおおおお
[2:55:55] 名無し333: ねーえー、言ってること終わってるってｗｗｗ
[2:55:55] konishiyukinaga1558: 語彙が終わっとる
[2:55:57] れいよん04: 出る言葉終わってるw
[2:55:59] agedohfu: 人の枠やぞ
[2:56:01] Fiarar: ワードチョイスが全てアウトな女
[2:56:03] だだだダイス: けんきだけ逝っちゃった
[2:56:04] beeyobybeeyoo: けんきだけいったかw
[2:56:04] saidon471: 先にイった
[2:56:05] えにくすさん: だからコラボNGになるんだよな
[2:56:06] musashi454: すべてが危ないｗ
[2:56:06] 8万ポリゴン: ホ別な
[2:56:07] ようみゅ: ＧＧ
[2:56:08] ふよーら: おわってるｗ
[2:56:10] yu_niki: 配信もある意味終わったぞ
[2:56:11] びりびり0810: ＧＧ
[2:56:12] Jamesthemesser: どこに出しても恥ずかしい女
[2:56:13] tarepi03: けんきもやりたかったよね
[2:56:14] びしょーーじょ: www
[2:56:15] 411c3: GG
[2:56:19] mise3214: 息苦しいよ
[2:56:19] musashi454: ｇｇ
[2:56:19] coromochang: 無事イケたね///
[2:56:19] ふよーら: ＧＧ
[2:56:21] 名無し333: ｇｇ
[2:56:21] 緋蜂: けんきが先にいっちゃった
[2:56:22] beeyobybeeyoo: wwwwwww
[2:56:24] からもこ: いっちゃった
[2:56:26] kakizaki2: ワード選び❌と
[2:56:29] びしょーーじょ: あ
[2:56:30] タダノヒヨコ: あっ
[2:56:31] morimori03020320: あ
[2:56:31] たいにー: ちょっとはオブラートに包んでwww
[2:56:33] musashi454: あ
[2:56:34] 411c3: あ
[2:56:36] おさとも: あ
[2:56:38] Jamesthemesser: ｓ
[2:56:38] アイビス59: あ
[2:56:39] akueri0218: あ
[2:56:39] デレステの民: こんにちは。
[2:56:39] 名無し333: 今はかなりまずい話です
[2:56:43] lmmlmlml000: 危ない
[2:56:44] haluaoi: じゅんや
[2:56:44] sataraito22: 思いっきり掘ってくる
[2:56:45] Fiarar: 一緒に遊んでくれる相手の息の根を止めて草
[2:56:45] ようみゅ: ちょｗｗｗ
[2:56:45] subaru_bf: まずい
[2:56:45] ポニーテールしたメダカ: あ
[2:56:45] アーキゲイジ: 玉遊び
[2:56:45] Jamesthemesser: そっち？
[2:56:46] らあすと: wwww
[2:56:47] stable_diffusion_master: 偏見
[2:56:47] しんふ: こいつ
[2:56:47] ゆーせいー: まずい
[2:56:47] musashi454: ｗｗｗ
[2:56:47] akueri0218: wwwwwwwwwwww
[2:56:47] financier29: wwwwwwwwwwwwwww
[2:56:48] ポンジュ2: wwww
[2:56:48] つるんるん: おい
[2:56:48] coromochang: もうやめろｗｗｗｗｗ
[2:56:48] びりびり0810: ｗｗｗｗｗ
[2:56:48] びしょーーじょ: wwwwwwwwwwwwww
[2:56:49] ぺんニキ: こいつｗｗｗｗｗｗｗｗ
[2:56:49] タダノヒヨコ: wwwww
[2:56:49] ねめちゃ: え？
[2:56:50] acaklo: 危なすぎる
[2:56:50] as4kura3: ｗｗｗｗｗｗｗｗｗｗｗ
[2:56:50] たいにー: のん、でり
[2:56:51] holo_lawrence: 終わってる
[2:56:51] ケツアゴ: 口を縫い付けろ！！！！！！！！！！！！
[2:56:52] morimori03020320: こいつw
[2:56:52] アイビス59: ｗｗｗ
[2:56:52] 空豆_: ｗｗｗｗ
