[0:01:13] Fred_worth: れおな？
[5:27:28] ksk_ksk3: 自分がスーパーミニオンだと思ってる一般チャンピオンさん
[5:27:32] ojalmal: エメラルドくらいまで初心者とあたるらしいじゃん？
[5:27:35] えんちらーだ: さすがにあのルシアンはティルトしてたと思うけど
[5:27:42] 小泉シンジド: うぉぉぉ！最近人気のロルのランク初めてやるぞ〜〜
[5:27:48] tuari_lol: ｗ
[5:27:48] coliro: ゴールドぐらいが一番ピークで当たる
[5:27:52] pandemic427: おぼさんはらいじんさんとかUGさんとかのマクロガチ勢に鍛えられてるのもあるしね
[5:28:05] sh1nking: 074でティルトしてただけでしょ
[5:28:14] NemesisMuu: なんかかせんさんがエメラルドあたりで回してた時レベル30の振り分けDUOとあたってなかったっけ？
[5:28:17] sukuru387: ソロしかやってない人って結構そんなもんよ
[5:28:19] yagi_9119: いや結構そんな次元の話なんだよな
[5:28:40] jungorimaru: 普通のプレイヤーはそうだよ
[5:28:44] あしどめ: adcとはを説いてるか
[5:29:00] pandemic427: 結構ソロプレイヤーはそんな次元多いよ
[5:29:02] mekipen: tiltしてたんやろな
[5:29:06] alminamod: まさかね
[5:29:06] enzo_003_: まあわかるよ
[5:29:07] yagi_9119: でもヴァロで一生ロームする奴っているやん？
[5:29:13] tuari_lol: 予めバロンピン炊きまくって皆の考えを統一することから始めるべ
[5:29:14] ma_nosuke: バロンのタイミングというのが分かってない…のか？
[5:29:14] tak1on_: それすら知らない初心者が紛れてたと思おうｗ
[5:29:14] pantsmen69: 多分ルシアン的にはエイトロにネクサス壊されちゃう！守らなきゃ！しか頭に無かったと思う
[5:29:15] phyver_fps: マクロは勉強しないとわからないと思う
[5:29:18] ksk_ksk3: 諦めてミニオンプッシュの練習してた説
[5:29:21] 犬ころ: まあマクロまったく知らない人間もいる
[5:29:25] 黒霧くろくま: TP持ってるわけじゃないし何しに行ったって話よな
[5:29:27] えんちらーだ: 早く終わらせたかっただけだよ。
[5:29:31] 小泉シンジド: 死にすぎると金ないからCS取りに行くって思考に固まってしまう
[5:29:37] ko_wab: Aサイトに設置されてるのにBサイトクリアリングしてる
[5:29:44] 虚無ぷりん: 一生ラークはエリア広げてるからまだマシ
[5:29:51] yuuuuuuppp: 熱いから人に期待しちゃうのも分かります
[5:29:51] ironboria: やられたら負けなんよな
[5:29:57] phyver_fps: lolはなにも考えずやると難しいね
[5:30:02] sh1nking: 降参押してたのもルシアンだろうしただのティルトだよ 知識どうこうじゃなくて
[5:30:07] enzo_003_: みてみたらサモナーレベルもそこそこあったのに
[5:30:10] pantsmen69: リプ見て思考を読み解こうぜ
[5:30:16] あしどめ: やっぱ暴力
[5:30:17] pirosue_: ルシアンはバロンギブとしか思ってなかったんだろうな。
[5:30:27] えきタイ: やっぱソロキューはバトルメイジよ
[5:30:30] marvolo6: カルマBANしてサイラスやろ
[5:30:30] 0ni5ri: 3対5ぐらいできないとか
[5:30:31] sirodole: ランクはキャリーするゲーム
[5:30:34] pandemic427: メイジ系は5vs5が強いからどうしてもね
[5:30:38] rikakei: １人で多人数ぶっころせばよってこないやつがスプリットに変わるからね
[5:30:39] yagi_9119: ってかＶＣ無いのキツイよこのゲーム
[5:30:51] ksk_ksk3: イレリアいいぞ
[5:30:53] sh1nking: バロンギブとかじゃなくてやる気なくしてティルトだから
[5:31:01] tarepi03: だって日本人じゃないもん
[5:31:02] lutra_f: 喧嘩するから
[5:31:07] pandemic427: 言語は通じないからだよ
[5:31:08] Chen2k: VCあったらやばいぞ～LoL
[5:31:10] えきタイ: 暴言だらけになるのを統制できないから導入されない
[5:31:11] しがない一般男性: あったらもっと終わってるっしょ
[5:31:12] まっくそお: あっても４カ国後喋れないと意味ない
[5:31:13] sirodole: 暴言多くて終わりそう
[5:31:13] n4siki: 盛んすぎたからじゃない
[5:31:19] phyver_fps: VCやると喧嘩になるな
[5:31:31] domo789123: ベトナム語 中国語 韓国語 日本語が必要化
[5:31:32] reolemon: LoLで語学留学
[5:31:33] あむかつ: 英語、ベトナム語、中国語が入り乱れる
[5:31:39] sirodole: デスしたときの負担がヴァロと違い過ぎる
[5:31:46] 犬ころ: まあ昔のゲームだからなあ
[5:31:51] simneeto: そういや最近ベトナム見ないな
[5:31:53] Chen2k: 日本語でコミュニケーションとれるかどうかすら怪しいぞ
[5:31:54] あしどめ: VCから舌打ち聞こえてくるの嫌すぎる
[5:31:54] motarike05: 最初からだとみんなマイク持ってないかもな
[5:31:56] sh1nking: ヴァロみたいに簡潔に伝えれるわけじゃないからね
[5:31:58] spitz_xx: 地獄になりそうw
[5:31:59] ksk_ksk3: ストレスがもっとかかるようになるよ
[5:31:59] 小泉シンジド: スマホ版はありますよ。
[5:32:00] NemesisMuu: 古すぎるから当時まだそこまで野良でもVCって感じじゃなかった
[5:32:03] pandemic427: 14年前にVC実装ゲームあったっけ？
[5:32:07] gulfman0630: 時代かな
[5:32:14] ニボシ: まぁ14年前のゲームだしね
[5:32:16] しがない一般男性: そういやそうだった
[5:32:19] ojalmal: LoL日本鯖では日本人はマイノリティ
[5:32:22] tarepi03: LOL2に期待
[5:32:26] lillliiiilll: チャットだけだから暴言の嵐になった？
[5:32:27] 黒霧くろくま: LoL2はよ出ろ
[5:32:28] 犬ころ: team speakで話してた時代のゲーム
[5:32:37] pandemic427: このゲーム完成度高すぎる
[5:32:40] tuari_lol: BloodTrail BloodTrail BloodTrail
[5:32:41] pirosue_: オフがマジョリティとかはあってもそもそも無いって凄いよな
[5:32:46] hamadaco: 未だに楽しまれてるのがすごすぎる
[5:32:47] n4siki: 多分VCが義務化されてVCしないやつのヘイトが何故か高くなるからもあるだろうな
[5:32:53] 0ni5ri: このゲームおもろすぎだ
[5:33:09] phyver_fps: lolってDOTAがもともと？
[5:33:12] Chen2k: このゲーム日本鯖のタイミングで始めたけどまじでずっとおもろいのほんとにすごいんだよな
[5:33:23] 188号: ワイリフだとVCあるらしい？LoL2はよ
[5:33:44] ボン太郎: 人数いるだけ、火力上がるのかふぇい
[5:33:46] まっくそお: ちゃ＾～
[5:33:59] takosu_1: WutFace
[5:34:02] yuuuuuuppp: アプデ頻度高いのはしばらく離れてて見てもおもろい
[5:34:06] ko_wab: ヴェスコズのウルトみたいなの出るよな
[5:34:07] pirosue_: クライアントもゴミだしLOL2は出して欲しい
[5:34:07] yagi_9119: バッチリ膀胱炎
[5:34:14] lutra_f: 飽きるけど定期的に面白くなる
[5:34:21] tyetyena0416: 流石にCRカップ出る？
[5:34:24] Chen2k: LoL絶対どこかでやりたくなる
[5:34:28] yoake25: やることないと森に戻ってくる
[5:34:30] ottotto99: あ
[5:34:31] pandemic427: そういやCRカップやん！
[5:34:31] hamadaco: やるゲームなくなったらLOLでいっかって
[5:34:32] mo_mo_mo_3: あ
[5:34:33] yagi_9119: CRカップ！？
[5:34:34] 犬ころ: あ
[5:34:35] まっくそお: ん
[5:34:36] yamada_gg: あ
[5:34:37] Gteruhisa: あ
[5:34:37] nootcat777: まずい
[5:34:37] e_velynn: あ
[5:34:38] reolemon: あれ？
[5:34:42] tyetyena0416: あ
[5:34:46] pandemic427: うそでしょ？
[5:34:48] kaede7se: さすがに出るよね？
[5:34:50] NemesisMuu: 出てないわけがねぇ
[5:34:50] yamada_gg: 世間ではあるみたいだね
[5:34:52] 犬ころ: CR所属のおぼさんがまさか！？
[5:34:52] tyetyena0416: あ、いあん
[5:34:54] sirodole: ｗｗ
[5:34:55] reolemon: ここまでくるとCR所属か怪しくなってきた
[5:34:56] sukuru387: CR所属の人いっぱい出るんだろーな～～～
[5:34:58] ganmer: まさかそんな
[5:34:58] fps_doraemon: あれは高レートだから…
[5:34:59] showwhatman: アイアンフェイカー氏、参戦を無事辞退
[5:35:00] takosu_1: しょ、しょぞく……
[5:35:00] domo789123: これは出ない流れ
[5:35:00] ojalmal: 格ゲー部門だから
[5:35:01] n4siki: 韓国勢に渡り合えるわけないじゃん…
[5:35:01] mickey_393: CR obo だもんね
[5:35:02] えきタイ: 呼ばれなかった方がオイシくない？
[5:35:03] tuari_lol: 突然の質問でぽろっと狙うのやめてね BloodTrail BloodTrail BloodTrail
[5:35:07] sh1nking: 何か高レート大会みたいだしおぼさんは…
[5:35:07] pirosue_: おぼが出ないってガチ初心者大会か高レート大会しかないよな
[5:35:10] jizoru3: CR所属の人優先だろうしおぼは厳しいか
[5:35:13] tyetyena0416: LOL部門？
[5:35:14] marvolo6: ついにCRカップまで
[5:35:15] sirodole: まさか呼ばれないなんて
[5:35:17] Chen2k: す、たんみ
[5:35:17] yagi_9119: これで出る事あるか？
[5:35:19] ミョウガ: おぼさんチームどうなるんだろう、CRカップ楽しみにしてます
[5:35:21] ruimith: まさかね
[5:35:22] yuuuuuuppp: 嘘でしょ？
[5:35:26] たこやきあかちゃん: たのしみ
[5:35:27] yamada_gg: まさかね
[5:35:27] 犬ころ: 活躍楽しみにしてます！
[5:35:29] ojalmal: ほなリーダーか
[5:35:30] reolemon: ヒーロー活動もしてないしな
[5:35:34] ぽんでりん: 恥を忍んでマルファイト使ってた男だぞ
[5:35:35] n4siki: KRチャレ…
[5:35:39] pandemic427: まあまあメンバーまだ出てないしね？
[5:35:40] tyetyena0416: リーダー枠か
[5:35:48] showwhatman: a
[5:35:51] ジャストもにかです: 流石に夜カス勢は出るよね、、？
[5:35:53] yamada_gg: ｗ
[5:35:53] ぽんでりん: でも相撲は？
[5:35:57] mo_mo_mo_3: Apex レジェンド活動
[5:35:57] 虚無ぷりん: あのゴールドのおぼが呼ばれない事ある？
[5:35:58] jizoru3: ファイター活動はしてるだろ
[5:35:59] ottotto99: え、ぺ
[5:36:00] ojalmal: サンクチュアリやってたやろがい！
[5:36:00] 小泉シンジド: w
[5:36:00] えきタイ: おぼさん、次がありますよ！第2回に期待しましょう
[5:36:05] NemesisMuu: アイアンの地の底から爪剥がれながらよじ登ったのに大会に出てないなんてあるわけが
[5:36:07] tyetyena0416: せ、りーもん、どいるもんな
[5:36:11] 小泉シンジド: 相撲してましたよね
[5:36:15] Gteruhisa: 道端で決闘してたくないか？
[5:36:17] pirosue_: おっぼが出ないならCRで出るのうるかだけじゃねぇか
[5:36:20] changpong: おじじが言ってたレベル高めの討伐クエスト方式ってどういう形なんだろ
[5:36:20] mo_mo_mo_3: 予定あけとくか
[5:36:20] kaede7se: あ・・・
[5:36:21] ruimith: まだわからんよな
[5:36:22] n4siki: 出、られない
[5:36:26] marvolo6: 出ないわけないだろ
[5:36:28] mo_mo_mo_3: あ
[5:36:28] ぽんでりん: あ
[5:36:29] gyokuro1: あ
[5:36:30] domo789123: ｗ
[5:36:30] 犬ころ: ｗｗｗｗｗｗ
[5:36:30] pandemic427: ？
[5:36:30] Gteruhisa: あ
[5:36:31] えきタイ: ・・・
[5:36:31] seNna_11: www
[5:36:31] sh1nking: ｗ
[5:36:32] nootcat777: wwwww
[5:36:33] showwhatman: うん
[5:36:33] jizoru3: あ
[5:36:33] marvolo6: あ
[5:36:33] NemesisMuu: 君さぁ
[5:36:33] amia523: ？
[5:36:34] ririmercury108108: あれ？
[5:36:34] ganmer: 草
[5:36:34] e_velynn: ｗｗｗｗｗｗｗｗｗ
[5:36:34] sukuru387: BibleThump BibleThump
[5:36:35] ottotto99: もう無理やん
[5:36:35] ojalmal: CRカップ ゴルフ
[5:36:35] tyetyena0416: wwwwww
[5:36:35] doretch: ゑ？
[5:36:36] yamada_gg: あ
[5:36:39] ぽんでりん: gg
[5:36:42] pirosue_: 出ねぇんじゃねぇかｗｗｗｗ
[5:36:42] tuari_lol: え？
[5:36:42] しくるす: まぁ土日やしね
[5:36:43] ジャストもにかです: 悲しいンゴ
[5:36:44] nootcat777: じゃあおぼが悪い
[5:36:44] Gteruhisa: ゴルフ(ポッピー)だよね？
[5:36:44] gyokuro1: 土井さん？
[5:36:44] mororiel: 夜からだもんね
[5:36:44] tarepi03: ゴルフ＞LOL
[5:36:45] 犬ころ: ゴルフ場でlolを！？
[5:36:46] mamenimame: BibleThump BibleThump
[5:36:46] n4siki: ゴルフです、か
[5:36:50] kaede7se: 本当にCR？
[5:36:53] tyetyena0416: でもゴルフお昼に終わるから
[5:36:53] yuuuuuuppp: 出れないんじゃないたまたま予定が合わないだけ
[5:36:55] ojalmal: じゃあ誰が悪いんだよ！！！
[5:36:56] pirosue_: pirosue_ subscribed with Prime. 
[5:36:58] n4siki: あーあ
[5:36:59] ottotto99: ゴルフ場から参加ですか
[5:37:01] amacass: ゴルフ午前じゃん？
[5:37:02] tuari_lol: おこらないでおこらないで
[5:37:04] 虚無ぷりん: 実はCR抜けてるとかないよね？
[5:37:05] tarepi03: 実はLOLアンチですか？
[5:37:09] nootcat777: wwww
[5:37:12] pirosue_: 可哀想だからサブスクしたわ
[5:37:12] kaede7se: ｗｗｗｗｗｗ
[5:37:13] yuteeeeeen: lolよりゴルフです、か
[5:37:13] acolthat: あ
[5:37:15] yamada_gg: あ
[5:37:18] tyetyena0416: また減給するか
[5:37:18] ruimith: おじじ君さ～ｗ
[5:37:19] ぽんでりん: ほんとか？
[5:37:20] acolthat: BibleThump BibleThump BibleThump BibleThump
[5:37:20] twokey84: BibleThump
[5:37:23] tyetyena0416: お、じじ
[5:37:23] yamada_gg: お、じじ
[5:37:25] n4siki: つまりそういうこと
[5:37:26] ボン太郎: BibleThump
[5:37:28] ジャストもにかです: 悲しい
[5:37:32] nootcat777: じゃあおじじか
[5:37:32] ottotto99: お、じじさぁ
[5:37:33] showwhatman: じゃあCRカップ誘われなかったからゴルフの予定入れたのか
[5:37:34] ぐーす350: BibleThump
[5:37:35] mik4zuchi: w
[5:37:35] しがない一般男性: おこんナッツw
[5:37:36] acolthat: 一応CR所属ではあるよ
[5:37:37] raizingu721: おじじやってるなぁ
[5:37:39] yuuuuuuppp: やめてくれよ BibleThump
[5:37:40] yagi_9119: じじいって呼ぼうもう
[5:37:43] tyetyena0416: 出してアピールしないと
[5:37:44] ろふす: 出させてやってくれや BibleThump
[5:37:47] kaede7se: 悲しすぎる
[5:37:47] seNna_11: かわいそう
[5:37:50] 0ni5ri: お、じじの連絡は遅いって聞いた
[5:37:50] tuari_lol: てんてんてん
[5:37:55] yamada_gg: BibleThump
[5:37:58] london_ikuyo: もうスト枠の人
[5:37:58] mik4zuchi: 疑問だな
