[0:00:18] yayakoxx: おはようござます
[1:21:01] オレンジ野郎: 髭の決め方
[1:21:01] Babysta_r: 飯のこと
[1:21:02] roroara: 俺のえなこ可愛くない？
[1:21:03] yu_niki: XQCは本当にハンターハンター違法視聴していたのかを聞きたい
[1:21:03] murasima: きょうなにたべた？
[1:21:03] muno______: シャンプー変えた？
[1:21:04] dunas1833: VCCで体当たりされて確信に変わったかも
[1:21:06] 岩永さん: じゃあもうないや
[1:21:07] なにわのはにわ: そのデッキ終わったら終わりか
[1:21:07] binbiba: ハンマーヘッドシャークの話は？
[1:21:09] falc_jpn: アパレル
[1:21:10] anti0124: 答案用紙にアンダーソンって書くの？って
[1:21:10] usagigabyte: もこう「けんきくん・・けんきくん・・・」
[1:21:11] kan___a: 写真写れてよかったねとか
[1:21:12] gungunyuki: 爪何ヶ月に１回切ってるって？
[1:21:13] Kikka113: 今日の天気
[1:21:14] syuimee: あとファッション好きやねアパレル設立した
[1:21:14] ketete2: アニメ
[1:21:15] aruchang: 共通点ないときは最近あったこと話そう
[1:21:15] sametaro: 好きな本は？
[1:21:16] pokpokpink: 天気、いいっすねぇ〜
[1:21:19] おさとも: fanzaでなにかった？
[1:21:21] subaru_bf: ぷっさんを見習え
[1:21:23] yokochy: だるｗｗ
[1:21:23] kazunnbo: 好きな女の部位聞いてきて
[1:21:23] おでオラフ: ｗ
[1:21:24] オレンジ野郎: 天気の話した？
[1:21:26] wabon112: 最近どう？くらい聞かないの？
[1:21:26] syuimee: 確かに笑
[1:21:28] おさとも: あ
[1:21:29] ツイッチ表示名: taiyoって何が好きなんやろゲーム以外に
[1:21:31] オレンジ野郎: あ
[1:21:32] ketete2: え
[1:21:34] usagigabyte: あ
[1:21:35] 狸狐: ﾝｰｰ
[1:21:36] ShanaKamishiro: あ
[1:21:39] オレンジ野郎: (⌒,_ゝ⌒)ふほ？
[1:21:40] おさとも: これ連絡しません
[1:21:40] ノサンキュ山田: これわすれます
[1:21:40] お茶: カルビはアメリカで成功する
[1:21:41] はまオジ: 髪切った？
[1:21:42] ruizz1124: 泣いちゃう
[1:21:42] usagigabyte: これしないやつだ
[1:21:45] 2期: まかう？
[1:21:45] madatasukalu: 恋愛の話？
[1:21:45] yu_niki: かわいい
[1:21:46] takahashi_png: もこたん！？
[1:21:47] yokochy: かわいい
[1:21:47] タダノヒヨコ: おおお
[1:21:48] usagigabyte: かわいい
[1:21:49] 2期: 🇲🇴
[1:21:49] ketete2: 嘘だよ
[1:21:50] ShanaKamishiro: もこせん
[1:21:50] sssiiioooooo: もこたんかわいいね
[1:21:51] dddschool: 配信ありますか？
[1:21:52] metal_sasami: かわいい
[1:21:53] agedohfu: うまい飯とか？
[1:21:54] roroara: 今日なんかゲームすんの？
[1:21:55] 勘定奉行: おーん
[1:21:55] syuimee: ほんと？
[1:21:55] 狸狐: 嘘です
[1:21:56] usagigabyte: もこたん女の子だ
[1:21:56] pokpokpink: 無職スケ
[1:21:57] petbottle429: 行きたそう
[1:21:58] もこ担々: この前もこうニコ生でサウナ顔って言われて喜んでたよ
[1:21:58] あんこのデコイ3: 嘘だよ
[1:22:00] ぺんニキ: やっとです、か
[1:22:01] ketete2: wwww
[1:22:03] はまオジ: ちなみにもこうさんはサウナ顔？
[1:22:03] 2期: 🐮🖐️
[1:22:04] 高めのサバ缶: ろ、る
[1:22:05] kuma_house: 思いついたら送らないとヘラるよ
[1:22:05] 勘定奉行: ろ、る
[1:22:06] yu_niki: んん～…
[1:22:07] ツイッチ表示名: もこう・かるび・けんきのapexとかありそう
[1:22:07] いいね_ボット: LOLきたああああああ
[1:22:07] riri_desu__: karubisLllllllllllll
[1:22:07] ketete2: ろ、る
[1:22:08] ポパピペポ: ∠（⌒,_ゝ⌒）／
[1:22:09] ma_oy: 日本1の陽キャも添えて
[1:22:11] sin_key_law: おぉん…
[1:22:12] オレンジ野郎: (⌒,_ゝ⌒)<いけたらいくね
[1:22:13] binbiba: vioBOUNCE vioBOUNCE
[1:22:15] fuyukun_gat: 今日もじゃない？
[1:22:15] ruizz1124: がんばれちきたそぉ
[1:22:16] ketete2: よしなまは？
[1:22:16] omusubi_korori: LOL嵌まってるねぇ
[1:22:19] usagigabyte: 蛇足も誘ってほしそうだったぞ
[1:22:23] ぺんニキ: ｗｗｗｗｗ
[1:22:25] usagigabyte: あ
[1:22:25] Nemu1010: なにわろ
[1:22:26] ketete2: わかる
[1:22:27] dddschool: あ
[1:22:27] yokochy: よしなまともこうの違いがわからないｗ
[1:22:27] はまオジ: あ
[1:22:28] tiam_pr0t0n: もこうは山にいるよ
[1:22:30] morimori03020320: くさ
[1:22:31] you444c6: よしなま
[1:22:32] 高めのサバ缶: サウナ行くと4ぬ顔だよ
[1:22:35] dunas1833: 蛇足さんは銭湯顔
[1:22:39] naosan__: まあ血圧的にね
[1:22:40] usagigabyte: じじいだから干からびる
[1:22:41] p004444: たいよーは？
[1:22:41] yokochy: わかんねぇよｗ
[1:22:41] aruchang: サウナ顔代表教えてくれ
[1:22:42] syuimee: あー
[1:22:45] はまオジ: なんか配信で「俺サウナ入ったら倒れるから無理やねん」みたいなこといってたきがする蛇足ニキ
[1:22:48] くまる335: 後付けじゃない？
[1:22:50] hiyokko3: 蛇足はサウナ入ったら最後
[1:22:51] 第2ボタン: 蛇足の兄貴はサウナ行くと干からびる
[1:22:51] ruizz1124: けんきはサウナ顔？
[1:22:52] dddschool: わっかんねえ
[1:22:52] ketete2: 釈迦さん嫌いそう
[1:22:53] sssiiioooooo: 蛇足は植物だもん
[1:22:53] kuma_house: 蛇足さんのメイド服似合ってたなあ
[1:22:56] kan___a: 関さんは？
[1:22:56] オレンジ野郎: まず蛇足さんは水風呂で仏さんになるよ
[1:22:58] pokpokpink: 血色のいい
[1:23:01] 2期: そろそろデュン誘え(命令形)
[1:23:04] ハムレット: たいじさんは？
[1:23:05] yadonhasse: けんきサウナ顔じゃないでしょ
[1:23:05] 名無し333: ぴー、さん
[1:23:05] からもこ: サウナ顔判定士
[1:23:05] チェスタトン: 性欲強そうはどうかで決めてない？
[1:23:08] morimori03020320: Pさん草
[1:23:08] subaru_bf: 肌が焼けてないのはサウナじゃない？
[1:23:09] はまオジ: 12月スタンプ
[1:23:10] sin_key_law: ←
[1:23:11] からもこ: pさんはもうサウナ顔すぎる
[1:23:12] なにわのはにわ: あまりにもサウナ
[1:23:13] 高めのサバ缶: 顔見せて
[1:23:13] syuimee: サウナおじさん
[1:23:14] ツイッチ表示名: pさん顔分かんねーよwww
[1:23:17] アルコール中毒者: 俺のPさん
[1:23:17] ketete2: karubi p
[1:23:18] おさとも: あ
[1:23:19] 名無し333: Pさんここで実写出るか
[1:23:19] calamal_bechiato: サウナじゃない顔代表は誰？
[1:23:19] kuma_house: でもPさんサウナは危ないんじゃない？
[1:23:20] ザリガーノ: 俺のPさん
[1:23:25] petbottle429: おれのPさん！？
[1:23:34] オレンジ野郎: 俺のって匂わせですか？
[1:23:35] 名無し333: 餃子！？
[1:23:35] callfield9: Pさんは悪事大体やってそう
[1:23:37] usagigabyte: Pさんは王将顔
[1:23:38] naosan__: 餃子サウナって京都だっけ
[1:23:38] morimori03020320: サブスクの顔に出てるのPさんじゃなかった？
[1:23:40] 2期: ここ切り抜き
[1:23:50] からもこ: 餃子サウナってなんだ
[1:24:00] ぴざみずさん: さがすわ
[1:24:03] kuma_house: えユンの声か
[1:24:04] なにわのはにわ: 誕生日に使える素材
[1:24:08] Nemu1010: 餃子屋のサウナ
[1:24:12] 名無し333: Pさん本人探します
[1:24:13] ruizz1124: サブスクアイコンのやつ？
[1:24:13] ぺぷすぃ: 気になるな
[1:24:15] usagigabyte: おお
[1:24:16] アルコール中毒者: 自撮りしてくれ
[1:24:18] お茶: 餃子の湯気でサウナ
[1:24:28] subaru_bf: うまそう
[1:24:29] ruka12239: こんけんき
[1:24:33] haluaoi: サウナの治験で1時間閉じ込められてキライになった
[1:24:43] binbiba: これはサウナだわ
[1:24:51] syuimee: @pizamizu3この人じゃない？
[1:24:56] ぴざみずさん: 乳首写っててもよいの？
[1:25:03] オレンジ野郎: 中キャか
[1:25:13] 高めのサバ缶: 一回性自認聞くか
[1:25:15] madatasukalu: サウナ顔ってなんですか？
[1:25:16] はまオジ: 男の乳首ってなんのためにあるんだろうな
[1:25:17] らあすと: ほんとに性自認男性？
[1:25:21] Nemu1010: 今日は男性かなぁ
[1:25:23] カツカツ丼: ならまずいか
[1:25:23] herumann: 今日だけ性自認変わるかもしれない
[1:25:24] なにわのはにわ: アウティングやめてください
[1:25:24] morimori03020320: もしかしたら女の子かもしれん
[1:25:25] usagigabyte: Pさんかるびの物まねうまいよね
[1:25:27] ruizz1124: メスになれ！
[1:25:29] マサネコマサムネ: 今日は女の気分でいこう
[1:25:31] smoke_smoke117: 外見はそうでも中身はなぁ
[1:25:33] xkuroz96: サウナは最初初めて一回目に入るときついけど、２～３回目ぐらいにまた入るとハマるよね
[1:25:34] ketete2: とりあえず今日は大丈夫か
[1:25:35] subaru_bf: 今は女かもしれない
[1:25:36] qAKp7: 決めつけは良くないよ
[1:25:41] kuma_house: Pさんたまにかるびだから
[1:25:43] オレンジ野郎: オス乳首か
[1:25:48] aruchang: 男の乳首はいじられること以外利用価値ない
[1:25:49] haluaoi: ゲイってサウナ好きよな
[1:25:55] なにわのはにわ: 水風呂がカギなのか
[1:26:01] ShanaKamishiro: 水風呂気持ちいい
[1:26:04] ぱれっとクオリア: あじばに男って公言してくれ
[1:26:05] はまオジ: 水風呂は肩まで沈むとなんか体表に膜みたいなものを感じる
[1:26:08] merusiiii: ドーパミンえぐい
[1:26:08] Makaroooooon3: 貼ったよ
[1:26:11] おがクズ: その話題大丈夫か
[1:26:12] わんつー: これ後から｢実は性自認女性でした｣って訴えられてBANのトラップカードの可能性は考えた？
[1:26:15] オレンジ野郎: けんきはゲイ界隈に人気よな
[1:26:19] なにわのはにわ: そりゃ行くか
[1:26:22] 猫又雅: 合法覗きやん
[1:26:22] ぱれっとクオリア: 貼ったってよ
[1:26:22] ketete2: ちんこついてるなら男風呂入って欲しい
[1:26:23] お茶: やらないか
[1:26:24] タダノヒヨコ: 混浴みたいなもんか
[1:26:26] ぺぷすぃ: ハーレムだからな
[1:26:26] sametaro: 若い男わんさかおるしな
[1:26:26] subaru_bf: わ、わからん
[1:26:28] ruizz1124: ゲイはサウナでやるから
[1:26:31] オレンジ野郎: 合法で見れるしな
[1:26:31] yu_niki: いきたい
[1:26:31] ketete2: いく
[1:26:33] naosan__: ヌーディストビーチみたいなもん
[1:26:33] dddschool: 行くね
[1:26:33] yu_niki: たのむ
[1:26:35] morimori03020320: いきます
[1:26:37] ぺぷすぃ: 全力でイク
[1:26:37] アルコール中毒者: すむ
[1:26:38] haluaoi: やっすいなそう考えると
[1:26:40] 第2ボタン: いぎだいっ！！
[1:26:40] ザリガーノ: そんな万年発情してないやろ
[1:26:41] ぱれっとクオリア: いきます
[1:26:42] aruchang: ごめんチキって行けないわ
[1:26:43] ポパピペポ: ほないくかぁ
[1:26:43] dearnaturac: DinoDance イク
[1:26:45] oooohfgfh: いかせてください！
[1:26:45] えびびびび: 速攻
[1:26:46] aisaretaimati0804: 住むw
[1:26:47] オレンジ野郎: ごめん銭湯行ってくるわ
[1:26:47] ketete2: ワース
[1:26:48] ランボルぎゅーにゅー: でも外怖い
[1:26:52] yu_niki: ロビンより高らかな声で言える
[1:26:53] tiam_pr0t0n: 行かないわけないだろ、ふざけんなよ
[1:26:53] p004444: 行ってもイケないじゃん
[1:26:54] ぞうくまいくお: いいいい、いかへんわ
[1:26:57] はまオジ: でも体が女の人になった時の自分の精神性がどうなるかわからないって薄い本で
[1:27:01] qAKp7: ｗｗｗｗｗ
[1:27:02] komyu_www: ボッキしないん？
[1:27:03] ketete2: wwwwwwww
[1:27:03] origimusi: 草
[1:27:04] ruizz1124: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[1:27:06] non_nothing9: wwwwwwwwww
[1:27:06] yokochy: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[1:27:06] unamu3: ああああ
[1:27:06] はまオジ: ｗｗｗｗｗｗｗｗｗｗ
[1:27:06] おさとも: ｗｗｗｗ
[1:27:07] おがクズ: どう見てもホモ
[1:27:07] ぺんニキ: ｗｗｗｗｗｗ
[1:27:07] megnag86: wwwwww
[1:27:07] ぺぷすぃ: これはww
[1:27:08] オレンジ野郎: www
[1:27:08] aisaretaimati0804: ww
[1:27:08] くまる335: www
[1:27:08] ruizz1124: 仏や
[1:27:09] dearnaturac: イクッ！
[1:27:09] みわ5: ｗｗｗ
[1:27:09] himadesun: ｗｗｗｗｗ
[1:27:09] はまオジ: 似合う
[1:27:09] morimori03020320: あーいるわ
[1:27:10] dddschool: サウナ顔だわ
[1:27:10] non_nothing9: サウナ顔です
[1:27:10] potatodrink9: wwwww
[1:27:11] qAKp7: いるわｗ
[1:27:11] calamal_bechiato: 納得
[1:27:11] ぱれっとクオリア: あーｗ
[1:27:12] taro_vo: ｗ
[1:27:12] aisaretaimati0804: いってるやん
[1:27:12] ketete2: ほんとだwwww
[1:27:13] subaru_bf: ですね
[1:27:13] yokochy: これはいるわｗｗｗｗｗｗ
[1:27:13] なにわのはにわ: サウナ顔だわ
[1:27:13] anaberin775: www
[1:27:13] syuimee: えわ笑
[1:27:14] オレンジ野郎: 原人？
[1:27:14] アルコール中毒者: サウナのオブジェやん
[1:27:15] ketete2: wwwwwwwww
[1:27:15] petbottle429: サウナ好きそう
[1:27:15] aruchang: なるほどね
[1:27:16] yu_niki: みなさん、これがリベンジポルノです
[1:27:16] komyu_www: www
[1:27:16] sametaro: 掘られそう
[1:27:16] origimusi: イカニモ系
[1:27:16] himadesun: きもちよさそう
[1:27:16] teiou_333: ガチ⭕️モ
[1:27:17] kopi0116: わかる
[1:27:18] ruka12239: www
[1:27:18] xkuroz96: 気持ちよさそうｗ
[1:27:19] タダノヒヨコ: wwwwww
[1:27:19] ノサンキュ山田: これみえてね
[1:27:20] ぺんニキ: 好きそうｗｗｗｗ
[1:27:20] ma_oy: 整おうとすな
[1:27:21] お茶: ろびん？
[1:27:21] ShanaKamishiro: いそうｗｗｗ
[1:27:21] はまオジ: 満喫してる
[1:27:22] だーいおう: 893で草
[1:27:22] kuma_house: あーこれはサウナ顔
[1:27:23] unamu3: わかる
[1:27:24] kan___a: 毛穴ひらきまくり
[1:27:24] たる侍: これもうホモやん
[1:27:25] らあすと: サウナ顔代表として教科書のれるわ
[1:27:26] tiam_pr0t0n: 尊、師？
[1:27:27] ketete2: wwwwwww
[1:27:27] オレンジ野郎: なるほど
[1:27:29] 01_steel: なるほどねwww
[1:27:29] haluaoi: 広末と浮気したシェフ顔
[1:27:30] mumr4: ちょっと出しちゃってるやん
[1:27:30] ajiaji810: 平成の
[1:27:30] sssiiioooooo: まざーさんはサウナ顔か？
[1:27:31] naosan__: サウナそのもの
[1:27:31] 昆布畑: これはサウナ顔だな
[1:27:31] shishimai43: マザーさんみたい
[1:27:31] ぺぷすぃ: うまあじ紳士やん
[1:27:32] dddschool: 毛むくじゃら感も含めサウナ顔
[1:27:32] ruizz1124: 賢者タイムや
[1:27:33] おがクズ: こういうお祭りあったよな
[1:27:35] 名無し333: Pさん刺青してたらちゃんとヤクザてん
[1:27:35] rei0240: 触ると幸せになれそうw
[1:27:35] アルコール中毒者: むしろサウナそのもの
[1:27:36] sametaro: ビリケンさん
[1:27:37] はまオジ: サウナ神か
