[0:00:18] 祖国のために: ハイサイまいど
[4:35:50] moto_chang: ？
[4:35:50] Yodaka187: シメの
[4:35:52] ナスくん: っしゃ～
[4:35:54] bird_0713: yutaponChill yutaponChill
[4:35:57] sheik822: やったあああああああああ
[4:35:59] ペンタッキークアドラチキン: 詳細情報から観れるかもです
[4:36:00] CmpReg: リプレイでアイテムにカーソル合わせれば見れるかも
[4:36:00] touuy530: サイ…サイ…
[4:36:01] gyosan: TOPスモルダーきたー
[4:36:01] チョコ0225: 〆のサイオン？ガレン？ムンド？
[4:36:01] tridentatus: おじやですか…
[4:36:03] sakasakasakasakas: きた！
[4:36:04] supermorinphen: きたあああああ
[4:36:10] otaa123: ぽんさんJGはやんないの？
[4:36:10] YoshidaHansyu: ちゃんとADC動画化されますか？
[4:36:10] ALO_555: カルマって死にました？
[4:36:10] ﾆｾ: 締めに動画撮るか〜
[4:36:11] tanakataro139: 何かなーカサンテかなー
[4:36:12] kouupu: サイオン
[4:36:13] Ryopon_Demacia: ご褒美
[4:36:15] tnbchan2: 十分いい画が撮れましたのでデザートいきますか
[4:36:15] sakasakasakasakas: 今日の動画ネタ
[4:36:15] ナスくん: ガ
[4:36:15] にゃおさんだよ: サイオン
[4:36:17] moto_chang: サイオン
[4:36:17] 嗚呼ﾏｼｿﾖ: リワーク前にスカーナーで
[4:36:18] gggajettto110: が
[4:36:18] チョコ0225: サイオンかなぁ
[4:36:21] ねぷハロ: ラーメン
[4:36:21] たかはしい: さい
[4:36:23] dondon1523: ジグス
[4:36:24] gobogobou: カサンテ見てみたい
[4:36:24] supermorinphen: スカーナ
[4:36:25] kiminari1: ポピマサ
[4:36:25] Ryopon_Demacia: サイオンっしょ
[4:36:26] 花鶏: BloodTrail
[4:36:27] elshadd0llshekh1naga: シンジド使ってもらったからダリウス使おう
[4:36:28] スタガフェイド: さっき言ってたカサンてやろう
[4:36:31] kleine_nachtmusik: top スモルダー
[4:36:31] ペンタッキークアドラチキン: ナフィリ
[4:36:34] belljp_lol: カサンテみたい
[4:36:34] YoshidaHansyu: トップイラオイが熱いらしい
[4:36:34] zakuro_03: スモルダー
[4:36:34] jad582: スモルダー
[4:36:36] spmomoko: 大将のおすすめはなんですか
[4:36:37] 月城月: カサディンｊ
[4:36:41] kenfny: ケイル
[4:36:43] supermorinphen: 鬼滅のサイオンなんてあるのか
[4:36:45] moriyoshiro: topスモルダーとかいう呪物
[4:36:47] tanakataro139: スモルダーTOP！？
[4:36:56] ペリメニ: 一番キモくて強いTOPは誰ですか？
[4:36:56] touuy530: トップにレンジが来るな
[4:37:05] supermorinphen: ダメ
[4:37:08] shopon8: topスモルダーは啓蒙になる
[4:37:17] moto_chang: ヨネ
[4:37:18] nupur1s: アリスター
[4:37:19] ペンタッキークアドラチキン: しんげど
[4:37:22] FiloneJP: イラオイでしょ
[4:37:23] gunkatanaman: eve
[4:37:23] ふぇいくぁ: イラオイ
[4:37:24] bird_0713: ヨネ
[4:37:25] haguremike: アーゴットみたいす
[4:37:26] S_U_Z_U_M_E_G_A: アーゴット
[4:37:30] 竹槍マン: イラオイ見たい
[4:37:32] 俺が君を守るから: スモルダーtopピック5%の勝率４８％あるの嫌すぎる
[4:37:37] tgrcw: HungryPaimon
[4:37:45] 夏野菜カレー: グラガス
[4:37:50] sakasakasakasakas: ティーモはもうだめですか？
[4:37:56] ナスくん: ちなみに師匠はあの後脅威サイオンしかしていません
[4:38:02] monzyara6: トップヴェインみたいな
[4:38:05] Hino_rush4F: youtubeもよろしくね
[4:38:07] ﾆｾ: YouTube効果
[4:38:07] ペンタッキークアドラチキン: LBtopどうなんすか？
[4:38:07] ヒサツグ: みてるよ～
[4:38:08] チョコ0225: ようつべのおかげやな
[4:38:10] togakusii: 週末で3今日は土曜日だもん！！！
[4:38:12] sheik822: youtubeから来ました
[4:38:12] gggajettto110: Youtube効果
[4:38:15] shopon8: youtubeやってる場合じゃないよ
[4:38:16] つぐまろな: ようつべから来ました
[4:38:16] supermorinphen: ソラリのおかげ
[4:38:16] jad582: youtube効果ですよ
[4:38:17] 湯藤: youtube見てきたよ
[4:38:17] Takuzushi: たかスペさんのおかげです
[4:38:19] kouupu: サイオン動画効果
[4:38:20] gyosan: ロル君のおかげだね
[4:38:20] わらび14: mhさんINQまだかな
[4:38:21] tridentatus: 3000人すげ
[4:38:23] kiminari1: yutaponThx yutaponThx
[4:38:23] FiloneJP: 日本語LoL配信3位
[4:38:23] tanakataro139: 本部は見てましたか？
[4:38:23] elshadd0llshekh1naga: 革命家と間違えて来ました
[4:38:25] welldoneman1: 🤔🤔
[4:38:28] gallerygoat: 急にどうしたんや・・・今日で終わるんか・・・？
[4:38:30] しゅうと: YouTubeから来てる人は元々ファンボかもです
[4:38:31] sakasakasakasakas: それは違うよ
[4:38:31] チョコ0225: サイオンのおかげやんなぁ
[4:38:32] touuy530: サイオンだけしてたら万はいく
[4:38:33] tnkyr123322: ガレンだよ
[4:38:35] untiburyunhirude: the yutaponまだ？
[4:38:37] moto_chang: たかちゃんから来ました
[4:38:38] tanakataro139: へー
[4:38:38] nozuuuuuuu: 最終回？
[4:38:39] yukaperoid: エメラルドの彼
[4:38:42] たかはしい: youtubeの切り抜きでサイオンできもいことしてる人いると思ってきました
[4:38:44] 入院栗饅頭: アドバイスなにかありますか？
[4:38:47] ceofesta: 本部だしね
[4:38:47] Granolaaa_game: みんなうまくね？
[4:38:49] ナスくん: またコーチしてくださいね
[4:38:52] togakusii: チャンネル登録者数の１００００人きてもおかしくないですよ
[4:39:06] shopon8: 初心者枠の人達みんなうまかった
[4:39:11] tnbchan2: ま まけますよ
[4:39:16] ktrbm: 天才じゃったからね
[4:39:18] tanakataro139: すごくよかったですよコーチ
[4:39:24] gunmamk2: ぽんさんのコーチ面白かったからまた機会あれば挑戦してみてほしい
[4:39:30] gooner_og3: 支部がんばってた
[4:39:30] tatitaki: ｗ
[4:39:33] yukaperoid: あ
[4:39:33] sakasakasakasakas: だ、だれだ
[4:39:33] チョコ0225: ｗ
[4:39:34] moto_chang: あ
[4:39:35] nori_zui: あ
[4:39:35] maisonligera: c
[4:39:36] ナスくん: C
[4:39:36] imu16: w
[4:39:37] gggajettto110: c
[4:39:38] supermorinphen: あ
[4:39:38] higuratu: だ、、、、誰なんだろう
[4:39:39] しゅうと: あ
[4:39:39] ヒサツグ: あ
[4:39:39] kiminari1: ｗ
[4:39:39] Siranui77: w
[4:39:40] tanakataro139: あ
[4:39:40] わらび14: セイセイセイ
[4:39:40] デボン海洋博物館: e
[4:39:40] prospro1234: c
[4:39:40] ktrbm: これこのままネクサス行けない？
[4:39:41] nori_zui: Cの意思
[4:39:42] owapa135: 誰の
[4:39:43] yukaperoid: セイセイセイセイ
[4:39:44] ALO_555: 誰やろなぁ
[4:39:45] tridentatus: きょへ…
[4:39:45] ノジ: 本部
[4:39:45] bird_0713: yutaponBikkuri
[4:39:47] ナスくん: cazuutaね
[4:39:47] makuri_ow: ｗｗｗ
[4:39:48] mohuryun: 名前出せない人
[4:39:49] hellominen: 女帝になるってことですか？
[4:39:51] mousou007: 釈迦さんのブレインデカかったすね
[4:39:51] デボン海洋博物館: 誰かはわからないけどそろそろなんか
[4:39:51] prospro1234: いえぬ
[4:39:51] zakuro_03: まだだからね
[4:39:52] tgrcw: よし
[4:39:53] 抜け目ないカメ: 継ぐ者
[4:39:53] gelbegoo: No real key
[4:39:53] gobou_meshi: yutaponBikkuri
[4:39:54] haguremike: サ行で始まりますか？
[4:39:54] Siranui77: 外部データベース
[4:39:56] 入院栗饅頭: 名前を行っちゃいけないあの人
[4:39:58] gallerygoat: 世界でステップ評価されるくらいだしなあの人
[4:39:58] skuyin: yutaponBikkuri
[4:39:58] imu16: 女帝ってことですか
[4:39:58] sheik822: あのお方のね
[4:39:59] ngyngy39: 竹馬
[4:39:59] しゅうと: セリヌンティウス
[4:40:00] haji_cafe: やっぱり動画見るのが近道なのか
[4:40:00] totototototon: もう禊終わって良くない？
[4:40:01] tachibana_na: もう禊終わってるんだっけ
[4:40:02] moto_chang: セロリン
[4:40:02] tnbchan2: Cが消えても意志は残り続けるんだよね
[4:40:04] マグナです: 日本サーバーも活気づいてきましたね！！！
[4:40:05] ringo459: 皇帝
[4:40:06] tricktrack8784: 竹馬の友
[4:40:08] ふぇいくぁ: セロスさんもう大丈夫でしょ？
[4:40:09] tanakataro139: 16日から名前言えるようになりますか？
[4:40:10] touuy530: 禊ワロタ
[4:40:11] わらび14: 16に解除らしいけど
[4:40:11] supermorinphen: 日本の守護者
[4:40:14] しゅうと: あと2週間ぐらいで禊終わり？
[4:40:15] チョコ0225: それな
[4:40:20] RnBLe21: 正直新規プレイヤーが多い今こそ彼の解説が求められてる
[4:40:22] hellominen: 上手い人の動き真似するのが一番いいよね
[4:40:25] 入院栗饅頭: そろそろシャバの空気吸えるのか
[4:40:25] Siranui77: 前提知識がないとね
[4:40:29] sakasakasakasakas: 動画残してくれる先駆者に感謝
[4:40:29] zakuro_03: 動画見て真似が本当に早い
[4:40:30] スタガフェイド: Cの意志
[4:40:34] ぽしり: うおおおおおおおおおお
[4:40:35] gyosan: 自分で攻略しようとしたら13年かかる
[4:40:35] toppo_bitter: ｗ
[4:40:37] imu16: うおおおおおおおお
[4:40:38] bird_0713: 動画消えてないのいいね
[4:40:38] チョコ0225: ゆたぽんさんでガレンとサイオン履修してるけど大丈夫そう？
[4:40:39] zakuro_03: ならないという説もある
[4:40:41] tricktrack8784: うおおおおおおお
[4:40:42] reotti501: PogChamp
[4:40:42] maisonligera: うおおおおお
[4:40:43] kiminari1: うおおおおおおおお！
[4:40:44] higuratu: サイオンのね
[4:40:45] Granolaaa_game: ポンさんのツベでＡＤ上手くなりますか
[4:40:47] supermorinphen: ありがとう
[4:40:48] elshadd0llshekh1naga: 参考にならないかもですｗ
[4:40:49] tanu00: adc動画を何卒・・・
[4:40:49] yuzupikon: サイオン、ガレン
[4:40:50] Siranui77: topのね
[4:40:50] hellominen: 足跡遺していこう
[4:40:51] jad582: IとかCとかKとかTとか名前伏せなきゃ行けないやつたくさんいるな
[4:40:52] sakasakasakasakas: トップのね
[4:40:52] mchaa4: お願いします
[4:40:54] しゅうと: ほとんどの動画がサイオンなんですが
[4:40:54] ルーティン: 解説動画待ってます
[4:40:54] 月城月: プロadcの動画
[4:40:55] ringo459: サイオンの動画で免許取れました
[4:40:55] チョコ0225: ｗ
[4:40:56] tanakataro139: プロとして────
[4:40:57] togakusii: また一緒にDuoやってほしい、マジで毎日ユタセロ動画見てます。
[4:40:57] ぽしり: ん？
[4:40:58] ﾆｾ: いつか名前が消えるときが来るかもしれないから
[4:40:59] わらび14: w
[4:40:59] moto_chang: ？？？？
[4:41:00] untiburyunhirude: サイオンサイオンがレンガレン
[4:41:01] imu16: TOPでLJLでてるんですか？
[4:41:02] sakasakasakasakas: ？
[4:41:02] Hino_rush4F: ほんとぉ？
[4:41:02] チョコ0225: それな
[4:41:02] hellominen: う～～～～～～～～～～～～～～～ん
[4:41:04] gunmamk2: ぽんさんが動画残そうとしたらサイオンADばっかりになるんじゃない？
[4:41:05] byakuya_0: 疑問形ナの笑う
[4:41:05] nortari: 当たり前じゃんねえ
[4:41:06] ナスくん: ゆたぽんさんのおかげでガチでガレンうまくなりました
[4:41:07] gggajettto110: なるほど
[4:41:07] toppo_bitter: ＡＤではあるよ
[4:41:08] tanakataro139: AD、ね
[4:41:09] gyosan: サイオンとガレンの動画みたらADCうまくなったよ！
[4:41:11] 入院栗饅頭: スマッシュログtvで何故かサイオンの解説のときだけウキウキでしたね
[4:41:12] shopon8: 初心者がみんなソラリ積み始めるぞ
[4:41:13] tnbchan2: LJLの最強Botレーナーが残した数々のTOPサイオン動画(?)
[4:41:14] kiminari1: …だな！
[4:41:14] sakasakasakasakas: サイオンadcが許されると？
[4:41:17] yoopo20020: 今のところサイオンガレンばっかだけど
[4:41:21] tenenuni11: ガレンユーミとセナサイオンならうまくなるかも？
[4:41:23] fox_attack_fox: ぽんさんに憧れてadcメインしてたらいつのまにかサイオンとガレン使ってました
[4:41:23] spmomoko: BOTサイオン講座待っててもいいんですか
[4:41:24] supermorinphen: ぽん3の動画見てからADCとサイオンとガレン上手くなった！
[4:41:28] mohuryun: ADだからTFしよ
[4:41:32] チョコ0225: プロキシまでできるようになりました！
[4:41:35] わらび14: ガレン楽しくできるようになった
[4:41:36] imu16: ガレンいいチャンプだよ
[4:41:36] katudon12: ？「エズリアルは初手カルを積みましょう」
[4:41:38] kiminari1: 正直ガレンめっちゃ勝てるようになったｗ
[4:41:40] ナスくん: 普通に試合で存在感いつでも出るようになった
[4:41:40] hellominen: Adamもゆたぽんキッズですか？
[4:41:41] sakasakasakasakas: マジで簡単だった
[4:41:45] zakuro_03: プロキシのタイミングは参考になる
[4:41:46] 竹槍マン: プロも使うガレン
[4:41:47] kasnoob: ケイトリンはうまくなりました
[4:41:50] monzyara6: ガレンは生まれた時からできるよ
[4:41:50] tridentatus: ガレン回るのまじでたのしい
[4:41:52] jorrysz: ガレンもっさりしてて使い辛い;;
[4:41:54] togakusii: ぽん様のサイオンの真似しようと思いましたが、いつ4んでもいいのかわからないです。
[4:41:54] kleine_nachtmusik: 征服者のが好きなんですけどなんでフェイズラッシュ何ですか？
[4:42:04] yoopo20020: 実際のところぽんさんのお陰でプロキシまじで上手くなった
[4:42:08] kononno: ガレンはAS詰むから難しいです
[4:42:09] ナスくん: というか今プロキシの難易度低すぎるのがやばくないか？
[4:42:19] mohuryun: ガレンはQが移動手段や
[4:42:27] nortari: LoL続いててくれ
[4:42:27] チョコ0225: オフシーズンに動画で出してほしい
[4:42:30] Siranui77: 真面目インティング
[4:42:31] okurachan_official: やめてくれ
[4:42:34] shopon8: インティング対策もセットでやって
[4:42:35] redninjakaz: ネタバレ禁止
[4:42:35] tanakataro139: 100年後はMAPが変わってるかも
[4:42:38] dondon1523: サイオンやるとkDAがくさる
[4:42:38] ナスくん: 地形のせいで適当に走ってもウェーブ逃さない
[4:42:38] togakusii: 100年後だと1％の人しか生きてないですよ
[4:42:41] sakasakasakasakas: その頃はポン・ユタ老師
[4:42:42] Muyo0643: 首長くして待つか
